"carrera","carrera_siglas","tipo","cohorte","cohorte_anio","linea_formativa","propuesta","ifda_sigla","ifda","prematriculados","inician_curso","aprueban_MI","cursantes_T3"
"Profesorado de Educación Secundaria en Lengua y Literatura (en concurrencia con título de base)","PROFSEC_LENGYLIT21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Lengua y Literatura (en concurrencia con título de base)","SANMARTIN","Colegio Superior San Martín","7","0","1","1"
"Profesorado de Educación Secundaria en Lengua y Literatura (en concurrencia con título de base)","PROFSEC_LENGYLIT21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Lengua y Literatura (en concurrencia con título de base)","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","6","0","0","0"
"Profesorado de Educación Secundaria en Lengua y Literatura (en concurrencia con título de base)","PROFSEC_LENGYLIT21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Lengua y Literatura (en concurrencia con título de base)","HOUSSAY","Instituto Superior Dr. Bernardo Houssay","5","0","1","1"
"Profesorado de Educación Secundaria en Lengua y Literatura (en concurrencia con título de base)","PROFSEC_LENGYLIT21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Lengua y Literatura (en concurrencia con título de base)","CCASTRO","Conservatorio Superior de Música Juan José Castro","7","0","0","0"
"Profesorado de Educación Secundaria en Lengua y Literatura (en concurrencia con título de base)","PROFSEC_LENGYLIT21","Profesorado","Mayo 2021 (finalización cohorte 2018-2019)","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Lengua y Literatura (en concurrencia con título de base)","IESSB","Instituto de Enseñanza Superior Simón Bolívar","8","0","8","6"
"Profesorado de Educación Secundaria en Química (en concurrencia con título de base)","PROFSEC_QUIM21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Química (en concurrencia con título de base)","URQUIZA","Escuela Normal Superior Justo José de Urquiza","12","0","3","3"
"Profesorado de Educación Secundaria en Química (en concurrencia con título de base)","PROFSEC_QUIM21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Química (en concurrencia con título de base)","CARENA","Instituto Superior Dr. Carlos María Carena","4","0","1","1"
"Profesorado de Educación Secundaria en Química (en concurrencia con título de base)","PROFSEC_QUIM21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Química (en concurrencia con título de base)","IESSB","Instituto de Enseñanza Superior Simón Bolívar","86","0","35","33"
"Profesorado de Educación Secundaria en Química (en concurrencia con título de base)","PROFSEC_QUIM21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Química (en concurrencia con título de base)","SANMARTIN","Colegio Superior San Martín","14","0","7","7"
"Profesorado de Educación Secundaria en Química (en concurrencia con título de base)","PROFSEC_QUIM21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Química (en concurrencia con título de base)","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","15","0","5","5"
"Profesorado de Educación Secundaria en Química (en concurrencia con título de base)","PROFSEC_QUIM21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Química (en concurrencia con título de base)","HOUSSAY","Instituto Superior Dr. Bernardo Houssay","10","0","1","1"
"Profesorado de Educación Secundaria en Química (en concurrencia con título de base)","PROFSEC_QUIM21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Química (en concurrencia con título de base)","LEFEBVRE","Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye","6","0","2","2"
"Profesorado de Educación Secundaria en Química (en concurrencia con título de base)","PROFSEC_QUIM21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Química (en concurrencia con título de base)","CCASTRO","Conservatorio Superior de Música Juan José Castro","15","0","7","7"
"Profesorado de Educación Secundaria en Química (en concurrencia con título de base)","PROFSEC_QUIM21","Profesorado","Mayo 2021 (finalización cohorte 2018-2019)","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Química (en concurrencia con título de base)","URQUIZA","Escuela Normal Superior Justo José de Urquiza","1","0","1","0"
"Profesorado de Educación Secundaria en Química (en concurrencia con título de base)","PROFSEC_QUIM21","Profesorado","Mayo 2021 (finalización cohorte 2018-2019)","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Química (en concurrencia con título de base)","IESSB","Instituto de Enseñanza Superior Simón Bolívar","10","0","10","6"
"Profesorado de Educación Secundaria en Química (en concurrencia con título de base)","PROFSEC_QUIM21","Profesorado","Mayo 2021 (finalización cohorte 2018-2019)","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Química (en concurrencia con título de base)","SANMARTIN","Colegio Superior San Martín","1","0","1","1"
"Profesorado de Educación Secundaria en Química (en concurrencia con título de base)","PROFSEC_QUIM21","Profesorado","Mayo 2021 (finalización cohorte 2018-2019)","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Química (en concurrencia con título de base)","HOUSSAY","Instituto Superior Dr. Bernardo Houssay","1","0","1","0"
"Profesorado de Educación Secundaria en Química (en concurrencia con título de base)","PROFSEC_QUIM21","Profesorado","Mayo 2021 (finalización cohorte 2018-2019)","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Química (en concurrencia con título de base)","CCASTRO","Conservatorio Superior de Música Juan José Castro","1","0","1","0"
"Profesorado de Educación Secundaria en Informática (en concurrencia con título de base)","PROFSEC_INF21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Informática (en concurrencia con título de base)","URQUIZA","Escuela Normal Superior Justo José de Urquiza","25","0","11","11"
"Profesorado de Educación Secundaria en Informática (en concurrencia con título de base)","PROFSEC_INF21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Informática (en concurrencia con título de base)","CARENA","Instituto Superior Dr. Carlos María Carena","9","0","4","4"
"Profesorado de Educación Secundaria en Informática (en concurrencia con título de base)","PROFSEC_INF21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Informática (en concurrencia con título de base)","IESSB","Instituto de Enseñanza Superior Simón Bolívar","106","0","39","38"
"Profesorado de Educación Secundaria en Informática (en concurrencia con título de base)","PROFSEC_INF21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Informática (en concurrencia con título de base)","SANMARTIN","Colegio Superior San Martín","21","0","10","10"
"Profesorado de Educación Secundaria en Informática (en concurrencia con título de base)","PROFSEC_INF21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Informática (en concurrencia con título de base)","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","19","0","9","9"
"Profesorado de Educación Secundaria en Informática (en concurrencia con título de base)","PROFSEC_INF21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Informática (en concurrencia con título de base)","HOUSSAY","Instituto Superior Dr. Bernardo Houssay","22","0","5","5"
"Profesorado de Educación Secundaria en Informática (en concurrencia con título de base)","PROFSEC_INF21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Informática (en concurrencia con título de base)","LEFEBVRE","Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye","5","0","0","0"
"Profesorado de Educación Secundaria en Informática (en concurrencia con título de base)","PROFSEC_INF21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Informática (en concurrencia con título de base)","CCASTRO","Conservatorio Superior de Música Juan José Castro","11","0","8","8"
"Profesorado de Educación Secundaria en Informática (en concurrencia con título de base)","PROFSEC_INF21","Profesorado","Mayo 2021 (finalización cohorte 2018-2019)","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Informática (en concurrencia con título de base)","CARENA","Instituto Superior Dr. Carlos María Carena","1","0","1","0"
"Profesorado de Educación Secundaria en Informática (en concurrencia con título de base)","PROFSEC_INF21","Profesorado","Mayo 2021 (finalización cohorte 2018-2019)","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Informática (en concurrencia con título de base)","IESSB","Instituto de Enseñanza Superior Simón Bolívar","16","0","16","7"
"Profesorado de Educación Secundaria en Informática (en concurrencia con título de base)","PROFSEC_INF21","Profesorado","Mayo 2021 (finalización cohorte 2018-2019)","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Informática (en concurrencia con título de base)","SANMARTIN","Colegio Superior San Martín","1","0","1","1"
"Profesorado de Educación Secundaria en Informática (en concurrencia con título de base)","PROFSEC_INF21","Profesorado","Mayo 2021 (finalización cohorte 2018-2019)","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Informática (en concurrencia con título de base)","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","1","0","1","0"
"Profesorado de Inglés (en concurrencia con título de base)","PROF_INGLES21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Inglés (en concurrencia con título de base)","URQUIZA","Escuela Normal Superior Justo José de Urquiza","17","0","1","1"
"Profesorado de Inglés (en concurrencia con título de base)","PROF_INGLES21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Inglés (en concurrencia con título de base)","CARENA","Instituto Superior Dr. Carlos María Carena","5","0","0","0"
"Profesorado de Inglés (en concurrencia con título de base)","PROF_INGLES21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Inglés (en concurrencia con título de base)","IESSB","Instituto de Enseñanza Superior Simón Bolívar","66","0","20","19"
"Profesorado de Inglés (en concurrencia con título de base)","PROF_INGLES21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Inglés (en concurrencia con título de base)","SANMARTIN","Colegio Superior San Martín","21","0","6","6"
"Profesorado de Inglés (en concurrencia con título de base)","PROF_INGLES21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Inglés (en concurrencia con título de base)","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","13","0","1","1"
"Profesorado de Inglés (en concurrencia con título de base)","PROF_INGLES21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Inglés (en concurrencia con título de base)","HOUSSAY","Instituto Superior Dr. Bernardo Houssay","6","0","0","0"
"Profesorado de Inglés (en concurrencia con título de base)","PROF_INGLES21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Inglés (en concurrencia con título de base)","LEFEBVRE","Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye","1","0","0","0"
"Profesorado de Inglés (en concurrencia con título de base)","PROF_INGLES21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Inglés (en concurrencia con título de base)","CCASTRO","Conservatorio Superior de Música Juan José Castro","10","0","4","4"
"Profesorado de Inglés (en concurrencia con título de base)","PROF_INGLES21","Profesorado","Mayo 2021 (finalización cohorte 2018-2019)","2021","Formación docente complementaria","Profesorado de Inglés (en concurrencia con título de base)","IESSB","Instituto de Enseñanza Superior Simón Bolívar","2","0","2","0"
"Clínica de escritura","CLINICAESCRITURA","Seminario","Abril 2021","2021",NULL,"Clínica de escritura","ISEP","Instituto Superior de Estudios Pedagógicos","7","7","0","7"
"Ateneo de Ciencias Naturales - Educación Primaria: La Tierra, el universo y sus cambios. Mirando el cielo desde la tierra","ATENEONATURALES1","Seminario","Agosto 2021","2021","Formación de docentes del nivel de educación inicial y primario","Ateneo de Ciencias Naturales - Educación Primaria: La Tierra, el universo y sus cambios. Mirando el cielo desde la tierra","ENSCARBO","Escuela Normal Superior Dr. Alejandro Carbó","132","114","0","114"
"Actualización Académica en la Enseñanza para la Educación Primaria","PRIMARIA_ACT","Trayecto","Agosto 2021","2021","Formación de docentes del nivel de educación inicial y primario","Actualización Académica en la Enseñanza para la Educación Primaria","URQUIZA","Escuela Normal Superior Justo José de Urquiza","62","0","39","24"
"Actualización Académica en la Enseñanza para la Educación Primaria","PRIMARIA_ACT","Trayecto","Agosto 2021","2021","Formación de docentes del nivel de educación inicial y primario","Actualización Académica en la Enseñanza para la Educación Primaria","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","66","0","46","24"
"Actualización Académica en la Enseñanza para la Educación Primaria","PRIMARIA_ACT","Trayecto","Agosto 2021","2021","Formación de docentes del nivel de educación inicial y primario","Actualización Académica en la Enseñanza para la Educación Primaria","ENSCARBO","Escuela Normal Superior Dr. Alejandro Carbó","321","0","226","146"
"Actualización Académica en Conducción y Gestión Educativa en la Educación Inicial","GESTIONINI_ACT","Trayecto","Agosto 2021","2021","Formación de directores y supervisores","Actualización Académica en Conducción y Gestión Educativa en la Educación Inicial","IESSB","Instituto de Enseñanza Superior Simón Bolívar","49","0","26","24"
"Actualización Académica en Conducción y Gestión Educativa en la Educación Inicial","GESTIONINI_ACT","Trayecto","Agosto 2021 (finalización cohorte 2019)","2021","Formación de directores y supervisores","Actualización Académica en Conducción y Gestión Educativa en la Educación Inicial","IESSB","Instituto de Enseñanza Superior Simón Bolívar","2","0","2","0"
"Actualización Académica en Conducción y Gestión Educativa en la Educación Primaria","GESTIONPRI_ACT","Trayecto","Agosto 2021","2021","Formación de directores y supervisores","Actualización Académica en Conducción y Gestión Educativa en la Educación Primaria","IESSB","Instituto de Enseñanza Superior Simón Bolívar","112","0","52","51"
"Actualización Académica en Conducción y Gestión Educativa en la Educación Primaria","GESTIONPRI_ACT","Trayecto","Agosto 2021 (finalización cohorte 2019)","2021","Formación de directores y supervisores","Actualización Académica en Conducción y Gestión Educativa en la Educación Primaria","IESSB","Instituto de Enseñanza Superior Simón Bolívar","8","0","8","0"
"Actualización Académica en Conducción y Gestión Educativa en la Educación Secundaria","GESTIONSEC_ACT","Trayecto","Agosto 2021","2021","Formación de directores y supervisores","Actualización Académica en Conducción y Gestión Educativa en la Educación Secundaria","IESSB","Instituto de Enseñanza Superior Simón Bolívar","81","0","41","40"
"Actualización Académica en Conducción y Gestión Educativa en la Educación Secundaria","GESTIONSEC_ACT","Trayecto","Agosto 2021 (finalización cohorte 2019)","2021","Formación de directores y supervisores","Actualización Académica en Conducción y Gestión Educativa en la Educación Secundaria","IESSB","Instituto de Enseñanza Superior Simón Bolívar","1","0","1","0"
"Actualización Académica en Conducción y Gestión Educativa en la Educación Superior","GESTIONSUP_ACT","Trayecto","Agosto 2021","2021","Formación de directores y supervisores","Actualización Académica en Conducción y Gestión Educativa en la Educación Superior","IESSB","Instituto de Enseñanza Superior Simón Bolívar","19","0","11","10"
"Actualización Académica en Conducción y Gestión Educativa en la Educación Superior","GESTIONSUP_ACT","Trayecto","Agosto 2021 (finalización cohorte 2019)","2021","Formación de directores y supervisores","Actualización Académica en Conducción y Gestión Educativa en la Educación Superior","IESSB","Instituto de Enseñanza Superior Simón Bolívar","3","0","3","0"
"Seminario-Taller Introducción al Pensamiento Computacional y la programación en la educación secundaria","SEMINARIOINTROPC","Seminario","Septiembre 2021","2021","Formación de docentes en el área de medios y tecnologías","Seminario-Taller Introducción al Pensamiento Computacional y la programación en la educación secundaria","URQUIZA","Escuela Normal Superior Justo José de Urquiza","15","9","0","9"
"Seminario-Taller Introducción al Pensamiento Computacional y la programación en la educación secundaria","SEMINARIOINTROPC","Seminario","Septiembre 2021","2021","Formación de docentes en el área de medios y tecnologías","Seminario-Taller Introducción al Pensamiento Computacional y la programación en la educación secundaria","IESSB","Instituto de Enseñanza Superior Simón Bolívar","119","64","0","64"
"Seminario-Taller Introducción al Pensamiento Computacional y la programación en la educación secundaria","SEMINARIOINTROPC","Seminario","Septiembre 2021","2021","Formación de docentes en el área de medios y tecnologías","Seminario-Taller Introducción al Pensamiento Computacional y la programación en la educación secundaria","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","25","16","0","16"
"Ateneo didáctico de lenguaje, lengua y literatura: Hablar, leer y escribir en la escuela","ATENEOLENGUA1","Seminario","Septiembre 2021","2021","Formación para docentes de todos los niveles del sistema educativo","Ateneo didáctico de lenguaje, lengua y literatura: Hablar, leer y escribir en la escuela","ENSCARBO","Escuela Normal Superior Dr. Alejandro Carbó","297","297","0","297"
"Taller ""Manos en la ciencia: El laboratorio escolar""","TALLERLAB","Seminario","Septiembre 2021","2021","Formación para docentes de todos los niveles del sistema educativo","Taller ""Manos en la ciencia: El laboratorio escolar""","ENSAGULLA","Escuela Normal Superior Dr. Agustín Garzón Agulla","160","134","0","134"
