"anio","carrera","carrera_siglas","tipo","cohorte","cohorte_anio","linea_formativa","propuesta","ifda_sigla","ifda","prematriculados","inician_curso","aprueban_MI","cursantes_T3"
"2020","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Superior","GESTIONSUP_ESP","Trayecto","Junio 2017","2017","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","IESSB","Instituto de Enseñanza Superior Simón Bolívar","22","0","22","21"
"2020","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Superior","GESTIONSUP_ESP","Trayecto","Junio 2017","2017","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","11","0","11","11"
"2020","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Superior","GESTIONSUP_ESP","Trayecto","Febrero 2018","2018","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","ENSCARBO","Escuela Normal Superior Dr. Alejandro Carbó","21","0","21","20"
"2020","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Superior","GESTIONSUP_ESP","Trayecto","Octubre 2019","2019","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","IESSB","Instituto de Enseñanza Superior Simón Bolívar","5","0","5","5"
"2020","Seminario ""Sarmiento. Civilización y barbarie""","SEMINARIOSARMIENTO","Seminario","Abril 2020","2020","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""Sarmiento. Civilización y barbarie""","ENSCARBO","Escuela Normal Superior Dr. Alejandro Carbó","116","46","0","46"
"2020","Seminario ""Sarmiento. Civilización y barbarie""","SEMINARIOSARMIENTO","Seminario","Abril 2020","2020","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""Sarmiento. Civilización y barbarie""","LEFEBVRE","Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye","51","41","0","41"
"2020","Seminario ""Sarmiento. Civilización y barbarie""","SEMINARIOSARMIENTO","Seminario","Agosto 2020","2020","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""Sarmiento. Civilización y barbarie""","SANMARTIN","Colegio Superior San Martín","44","33","0","33"
"2020","Seminario ""Sarmiento. Civilización y barbarie""","SEMINARIOSARMIENTO","Seminario","Agosto 2020","2020","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""Sarmiento. Civilización y barbarie""","ENSCARBO","Escuela Normal Superior Dr. Alejandro Carbó","84","40","0","40"
"2020","Seminario ""La Exploración del Espacio y la Estatura del Hombre""","SEMINARIOESPACIO","Seminario","Abril 2020","2020","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""La Exploración del Espacio y la Estatura del Hombre""","URQUIZA","Escuela Normal Superior Justo José de Urquiza","78","45","0","45"
"2020","Seminario ""La Exploración del Espacio y la Estatura del Hombre""","SEMINARIOESPACIO","Seminario","Abril 2020","2020","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""La Exploración del Espacio y la Estatura del Hombre""","IESSB","Instituto de Enseñanza Superior Simón Bolívar","41","0","0","0"
"2020","Seminario ""La Exploración del Espacio y la Estatura del Hombre""","SEMINARIOESPACIO","Seminario","Agosto 2020","2020","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""La Exploración del Espacio y la Estatura del Hombre""","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","36","24","0","24"
"2020","Seminario ""La Exploración del Espacio y la Estatura del Hombre""","SEMINARIOESPACIO","Seminario","Agosto 2020","2020","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""La Exploración del Espacio y la Estatura del Hombre""","ENSCARBO","Escuela Normal Superior Dr. Alejandro Carbó","48","32","0","32"
"2020","Especialización Docente de Nivel Superior en Educación y Medios Digitales","EDUYMEDIOS","Trayecto","Febrero 2018","2018","Formación de docentes en el área de medios y tecnologías","Educación y Medios Digitales","URQUIZA","Escuela Normal Superior Justo José de Urquiza","15","0","15","15"
"2020","Especialización Docente de Nivel Superior en Educación y Medios Digitales","EDUYMEDIOS","Trayecto","Febrero 2018","2018","Formación de docentes en el área de medios y tecnologías","Educación y Medios Digitales","CARENA","Instituto Superior Dr. Carlos María Carena","9","0","9","9"
"2020","Especialización Docente de Nivel Superior en Educación y Medios Digitales","EDUYMEDIOS","Trayecto","Febrero 2018","2018","Formación de docentes en el área de medios y tecnologías","Educación y Medios Digitales","SANMARTIN","Colegio Superior San Martín","2","0","2","2"
"2020","Especialización Docente de Nivel Superior en Educación y Medios Digitales","EDUYMEDIOS","Trayecto","Febrero 2018","2018","Formación de docentes en el área de medios y tecnologías","Educación y Medios Digitales","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","9","0","9","9"
"2020","Especialización Docente de Nivel Superior en Educación y Medios Digitales","EDUYMEDIOS","Trayecto","Febrero 2018","2018","Formación de docentes en el área de medios y tecnologías","Educación y Medios Digitales","ENSAGULLA","Escuela Normal Superior Dr. Agustín Garzón Agulla","39","0","39","39"
"2020","Seminario. Enciclopedia imaginaria: cuentos de Borges","SEMINARIOBORGES","Seminario","Abril 2020","2020","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario. Enciclopedia imaginaria: cuentos de Borges","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","73","35","0","35"
"2020","Seminario. Enciclopedia imaginaria: cuentos de Borges","SEMINARIOBORGES","Seminario","Abril 2020","2020","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario. Enciclopedia imaginaria: cuentos de Borges","ENSCARBO","Escuela Normal Superior Dr. Alejandro Carbó","107","48","0","48"
"2020","Seminario. Enciclopedia imaginaria: cuentos de Borges","SEMINARIOBORGES","Seminario","Agosto 2020","2020","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario. Enciclopedia imaginaria: cuentos de Borges","CARENA","Instituto Superior Dr. Carlos María Carena","44","39","0","39"
"2020","Seminario. Enciclopedia imaginaria: cuentos de Borges","SEMINARIOBORGES","Seminario","Agosto 2020","2020","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario. Enciclopedia imaginaria: cuentos de Borges","ENSCARBO","Escuela Normal Superior Dr. Alejandro Carbó","80","33","0","33"
"2020","Seminario. Jacques Rancière: del maestro ignorante al espectador emancipado","SEMINARIORANCIERE","Seminario","Abril 2020","2020","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario. Jacques Rancière: del maestro ignorante al espectador emancipado","IESSB","Instituto de Enseñanza Superior Simón Bolívar","177","69","0","69"
"2020","Seminario. Jacques Rancière: del maestro ignorante al espectador emancipado","SEMINARIORANCIERE","Seminario","Agosto 2020","2020","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario. Jacques Rancière: del maestro ignorante al espectador emancipado","IESSB","Instituto de Enseñanza Superior Simón Bolívar","87","30","0","30"
"2020","Seminario ""Vidas con banda sonora. Músicas e identidades en la Argentina""","SEMINARIOMUSICAS","Seminario","Abril 2020","2020","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""Vidas con banda sonora. Músicas e identidades en la Argentina""","SANMARTIN","Colegio Superior San Martín","57","41","0","41"
"2020","Seminario ""Vidas con banda sonora. Músicas e identidades en la Argentina""","SEMINARIOMUSICAS","Seminario","Abril 2020","2020","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""Vidas con banda sonora. Músicas e identidades en la Argentina""","ENSCARBO","Escuela Normal Superior Dr. Alejandro Carbó","90","47","0","47"
"2020","Seminario ""Vidas con banda sonora. Músicas e identidades en la Argentina""","SEMINARIOMUSICAS","Seminario","Agosto 2020","2020","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""Vidas con banda sonora. Músicas e identidades en la Argentina""","IESSB","Instituto de Enseñanza Superior Simón Bolívar","57","33","0","33"
"2020","Seminario ""Vidas con banda sonora. Músicas e identidades en la Argentina""","SEMINARIOMUSICAS","Seminario","Agosto 2020","2020","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""Vidas con banda sonora. Músicas e identidades en la Argentina""","LEFEBVRE","Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye","41","38","0","38"
"2020","Oferta de módulos individuales","MOD_INDIVIDUALES","Módulos individuales","Única","2018","Oferta de módulos individuales","Oferta de módulos individuales","URQUIZA","Escuela Normal Superior Justo José de Urquiza","7","0","0","1"
"2020","Oferta de módulos individuales","MOD_INDIVIDUALES","Módulos individuales","Única","2018","Oferta de módulos individuales","Oferta de módulos individuales","CARENA","Instituto Superior Dr. Carlos María Carena","1","0","0","0"
"2020","Oferta de módulos individuales","MOD_INDIVIDUALES","Módulos individuales","Única","2018","Oferta de módulos individuales","Oferta de módulos individuales","IESSB","Instituto de Enseñanza Superior Simón Bolívar","36","0","0","8"
"2020","Oferta de módulos individuales","MOD_INDIVIDUALES","Módulos individuales","Única","2018","Oferta de módulos individuales","Oferta de módulos individuales","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","3","0","0","1"
"2020","Oferta de módulos individuales","MOD_INDIVIDUALES","Módulos individuales","Única","2018","Oferta de módulos individuales","Oferta de módulos individuales","HOUSSAY","Instituto Superior Dr. Bernardo Houssay","4","0","0","1"
"2020","Oferta de módulos individuales","MOD_INDIVIDUALES","Módulos individuales","Única","2018","Oferta de módulos individuales","Oferta de módulos individuales","ISEP","Instituto Superior de Estudios Pedagógicos","205","0","0","198"
"2020","Oferta de módulos individuales","MOD_INDIVIDUALES","Módulos individuales","Única","2018","Oferta de módulos individuales","Oferta de módulos individuales","ENSCARBO","Escuela Normal Superior Dr. Alejandro Carbó","10","0","0","5"
"2020","Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base)","PROFSEC_MAT","Profesorado","Octubre 2018","2018","Formación docente complementaria","Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base)","URQUIZA","Escuela Normal Superior Justo José de Urquiza","7","0","7","7"
"2020","Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base)","PROFSEC_MAT","Profesorado","Octubre 2018","2018","Formación docente complementaria","Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base)","CARENA","Instituto Superior Dr. Carlos María Carena","2","0","2","2"
"2020","Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base)","PROFSEC_MAT","Profesorado","Octubre 2018","2018","Formación docente complementaria","Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base)","IESSB","Instituto de Enseñanza Superior Simón Bolívar","38","0","38","37"
"2020","Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base)","PROFSEC_MAT","Profesorado","Octubre 2018","2018","Formación docente complementaria","Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base)","SANMARTIN","Colegio Superior San Martín","6","0","6","6"
"2020","Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base)","PROFSEC_MAT","Profesorado","Octubre 2018","2018","Formación docente complementaria","Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base)","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","1","0","1","1"
"2020","Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base)","PROFSEC_MAT","Profesorado","Octubre 2018","2018","Formación docente complementaria","Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base)","HOUSSAY","Instituto Superior Dr. Bernardo Houssay","6","0","6","5"
"2020","Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base)","PROFSEC_MAT","Profesorado","Octubre 2018","2018","Formación docente complementaria","Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base)","CCASTRO","Conservatorio Superior de Música Juan José Castro","8","0","8","8"
"2020","Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base)","PROFSEC_MAT","Profesorado","Mayo 2019","2019","Formación docente complementaria","Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base)","URQUIZA","Escuela Normal Superior Justo José de Urquiza","6","0","6","6"
"2020","Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base)","PROFSEC_MAT","Profesorado","Mayo 2019","2019","Formación docente complementaria","Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base)","IESSB","Instituto de Enseñanza Superior Simón Bolívar","12","0","12","12"
"2020","Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base)","PROFSEC_MAT","Profesorado","Mayo 2019","2019","Formación docente complementaria","Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base)","SANMARTIN","Colegio Superior San Martín","1","0","1","1"
"2020","Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base)","PROFSEC_MAT","Profesorado","Mayo 2019","2019","Formación docente complementaria","Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base)","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","3","0","3","3"
"2020","Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base)","PROFSEC_MAT","Profesorado","Mayo 2019","2019","Formación docente complementaria","Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base)","CCASTRO","Conservatorio Superior de Música Juan José Castro","4","0","4","4"
"2020","Profesorado de Educación Secundaria en Biología (en concurrencia con título de base)","PROFSEC_BIOL","Profesorado","Octubre 2018","2018","Formación docente complementaria","Profesorado de Educación Secundaria en Biología (en concurrencia con título de base)","URQUIZA","Escuela Normal Superior Justo José de Urquiza","22","0","22","22"
"2020","Profesorado de Educación Secundaria en Biología (en concurrencia con título de base)","PROFSEC_BIOL","Profesorado","Octubre 2018","2018","Formación docente complementaria","Profesorado de Educación Secundaria en Biología (en concurrencia con título de base)","IESSB","Instituto de Enseñanza Superior Simón Bolívar","57","0","57","55"
"2020","Profesorado de Educación Secundaria en Biología (en concurrencia con título de base)","PROFSEC_BIOL","Profesorado","Octubre 2018","2018","Formación docente complementaria","Profesorado de Educación Secundaria en Biología (en concurrencia con título de base)","SANMARTIN","Colegio Superior San Martín","4","0","4","4"
"2020","Profesorado de Educación Secundaria en Biología (en concurrencia con título de base)","PROFSEC_BIOL","Profesorado","Octubre 2018","2018","Formación docente complementaria","Profesorado de Educación Secundaria en Biología (en concurrencia con título de base)","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","4","0","4","4"
"2020","Profesorado de Educación Secundaria en Biología (en concurrencia con título de base)","PROFSEC_BIOL","Profesorado","Octubre 2018","2018","Formación docente complementaria","Profesorado de Educación Secundaria en Biología (en concurrencia con título de base)","HOUSSAY","Instituto Superior Dr. Bernardo Houssay","7","0","7","7"
"2020","Profesorado de Educación Secundaria en Biología (en concurrencia con título de base)","PROFSEC_BIOL","Profesorado","Octubre 2018","2018","Formación docente complementaria","Profesorado de Educación Secundaria en Biología (en concurrencia con título de base)","LEFEBVRE","Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye","3","0","3","3"
"2020","Profesorado de Educación Secundaria en Biología (en concurrencia con título de base)","PROFSEC_BIOL","Profesorado","Octubre 2018","2018","Formación docente complementaria","Profesorado de Educación Secundaria en Biología (en concurrencia con título de base)","CCASTRO","Conservatorio Superior de Música Juan José Castro","6","0","6","6"
"2020","Profesorado de Educación Secundaria en Biología (en concurrencia con título de base)","PROFSEC_BIOL","Profesorado","Mayo 2019","2019","Formación docente complementaria","Profesorado de Educación Secundaria en Biología (en concurrencia con título de base)","URQUIZA","Escuela Normal Superior Justo José de Urquiza","5","0","5","5"
"2020","Profesorado de Educación Secundaria en Biología (en concurrencia con título de base)","PROFSEC_BIOL","Profesorado","Mayo 2019","2019","Formación docente complementaria","Profesorado de Educación Secundaria en Biología (en concurrencia con título de base)","IESSB","Instituto de Enseñanza Superior Simón Bolívar","31","0","31","30"
"2020","Profesorado de Educación Secundaria en Biología (en concurrencia con título de base)","PROFSEC_BIOL","Profesorado","Mayo 2019","2019","Formación docente complementaria","Profesorado de Educación Secundaria en Biología (en concurrencia con título de base)","SANMARTIN","Colegio Superior San Martín","1","0","1","1"
"2020","Profesorado de Educación Secundaria en Biología (en concurrencia con título de base)","PROFSEC_BIOL","Profesorado","Mayo 2019","2019","Formación docente complementaria","Profesorado de Educación Secundaria en Biología (en concurrencia con título de base)","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","1","0","1","1"
