idcarrera,idcohorte,linea_formativa,propuesta,carrera,carrera_siglas,tipo,cohorte_anio,anio,idsede,ifda,ifda_siglas,departamento,iddepartamento,inscriptos,aceptados,aprobados_mi,inician_cursada_seminario,cursantes_t3,cursando_hoy,egresados_intermedio,egresados,aprobados_mi2,tiene_egresados,tiene_egresados_inter,ingresantes
12,40,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria,GESTIONSEC_ESP,Trayecto,2018,2021,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,,,,0,2,1,1,5,0,1,1,0
13,43,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Sociales en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Sociales en la Educación Primaria,SOCIALES_ESP,Trayecto,2018,2018,4,Colegio Superior San Martín,SANMARTIN,San Justo,19,2,,,0,0,0,0,0,0,1,1,0
12,40,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria,GESTIONSEC_ESP,Trayecto,2018,2021,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,,,,0,3,0,2,6,0,1,1,0
12,40,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria,GESTIONSEC_ESP,Trayecto,2018,2022,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,,,,0,0,0,0,0,0,1,1,0
29,37,Formación de docentes en el área de medios y tecnologías,Educación y Medios Digitales,Especialización Docente de Nivel Superior en Educación y Medios Digitales,EDUYMEDIOS,Trayecto,2018,2021,2,Instituto Superior Dr. Carlos María Carena,CARENA,San Alberto,17,,,,0,1,0,1,1,0,1,1,0
15,45,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Matemática en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Matemática en la Educación Primaria,MATEMATICA_ESP,Trayecto,2018,2020,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,,,,0,6,0,1,4,0,1,1,0
20,41,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Superior,GESTIONSUP_ESP,Trayecto,2018,2021,8,Escuela Normal Superior Dr. Alejandro Carbó,ENSCARBO,Capital,26,,,,0,5,0,3,3,0,1,1,0
20,41,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Superior,GESTIONSUP_ESP,Trayecto,2018,2022,8,Escuela Normal Superior Dr. Alejandro Carbó,ENSCARBO,Capital,26,,,,0,0,0,0,0,0,1,1,0
11,39,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,2018,2021,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,,,,0,4,0,0,12,0,1,1,0
14,44,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Naturales en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Naturales en la Educación Primaria,NATURALES_ESP,Trayecto,2018,2018,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,1,,,0,0,0,0,0,0,1,1,0
13,43,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Sociales en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Sociales en la Educación Primaria,SOCIALES_ESP,Trayecto,2018,2018,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,3,,,0,0,0,0,0,0,1,1,0
3,42,Formación de directores y supervisores,Trayecto de formación para docentes de ramos especiales para el acceso a concursos de cargos directivos en el nivel de Educación Primaria,Trayecto de formación para docentes de ramos especiales para el acceso a concursos de cargos directivos en el nivel de Educación Primaria,DIRESPECIALES,Trayecto,2018,2018,4,Colegio Superior San Martín,SANMARTIN,San Justo,19,7,,,0,0,0,0,0,0,1,0,0
10,38,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI_ESP,Trayecto,2018,2021,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,,,,0,1,0,1,1,0,1,1,0
10,38,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI_ESP,Trayecto,2018,2022,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,,,,0,0,0,0,0,0,1,1,0
15,45,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Matemática en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Matemática en la Educación Primaria,MATEMATICA_ESP,Trayecto,2018,2021,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,,,,0,1,0,0,1,0,1,1,0
15,45,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Matemática en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Matemática en la Educación Primaria,MATEMATICA_ESP,Trayecto,2018,2022,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,,,,0,0,0,0,0,0,1,1,0
16,46,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Lengua y Literatura en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Lengua y Literatura en la Educación Primaria,LENGUA_ESP,Trayecto,2018,2018,2,Instituto Superior Dr. Carlos María Carena,CARENA,San Alberto,17,8,,,0,0,0,0,0,0,1,1,0
11,39,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,2018,2022,6,Instituto Superior Dr. Bernardo Houssay,HOUSSAY,Punilla,12,,,,0,0,0,0,0,0,1,1,0
12,40,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria,GESTIONSEC_ESP,Trayecto,2018,2022,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,,,,0,0,0,0,0,0,1,1,0
15,45,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Matemática en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Matemática en la Educación Primaria,MATEMATICA_ESP,Trayecto,2018,2020,9,Instituto Superior Carlos Alberto Leguizamón,ISCAL,Capital,26,,,,0,7,0,2,0,0,1,1,0
14,44,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Naturales en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Naturales en la Educación Primaria,NATURALES_ESP,Trayecto,2018,2019,9,Instituto Superior Carlos Alberto Leguizamón,ISCAL,Capital,26,,,,0,7,0,5,0,0,1,1,0
14,44,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Naturales en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Naturales en la Educación Primaria,NATURALES_ESP,Trayecto,2018,2021,9,Instituto Superior Carlos Alberto Leguizamón,ISCAL,Capital,26,,,,0,1,0,0,1,0,1,1,0
14,44,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Naturales en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Naturales en la Educación Primaria,NATURALES_ESP,Trayecto,2018,2022,9,Instituto Superior Carlos Alberto Leguizamón,ISCAL,Capital,26,,,,0,0,0,0,0,0,1,1,0
11,39,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,2018,2022,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,,,,0,0,0,0,0,0,1,1,0
16,46,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Lengua y Literatura en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Lengua y Literatura en la Educación Primaria,LENGUA_ESP,Trayecto,2018,2019,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,,,,0,4,0,4,0,0,1,1,0
15,45,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Matemática en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Matemática en la Educación Primaria,MATEMATICA_ESP,Trayecto,2018,2019,9,Instituto Superior Carlos Alberto Leguizamón,ISCAL,Capital,26,,,,0,7,0,5,0,0,1,1,0
11,39,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,2018,2021,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,,,,0,3,0,2,11,0,1,1,0
3,42,Formación de directores y supervisores,Trayecto de formación para docentes de ramos especiales para el acceso a concursos de cargos directivos en el nivel de Educación Primaria,Trayecto de formación para docentes de ramos especiales para el acceso a concursos de cargos directivos en el nivel de Educación Primaria,DIRESPECIALES,Trayecto,2018,2018,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,5,,,0,0,0,0,0,0,1,0,0
13,43,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Sociales en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Sociales en la Educación Primaria,SOCIALES_ESP,Trayecto,2018,2018,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,2,,,0,0,0,0,0,0,1,1,0
14,44,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Naturales en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Naturales en la Educación Primaria,NATURALES_ESP,Trayecto,2018,2018,2,Instituto Superior Dr. Carlos María Carena,CARENA,San Alberto,17,2,,,0,0,0,0,0,0,1,1,0
16,46,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Lengua y Literatura en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Lengua y Literatura en la Educación Primaria,LENGUA_ESP,Trayecto,2018,2018,6,Instituto Superior Dr. Bernardo Houssay,HOUSSAY,Punilla,12,3,,,0,0,0,0,0,0,1,1,0
3,42,Formación de directores y supervisores,Trayecto de formación para docentes de ramos especiales para el acceso a concursos de cargos directivos en el nivel de Educación Primaria,Trayecto de formación para docentes de ramos especiales para el acceso a concursos de cargos directivos en el nivel de Educación Primaria,DIRESPECIALES,Trayecto,2018,2018,6,Instituto Superior Dr. Bernardo Houssay,HOUSSAY,Punilla,12,2,,,0,0,0,0,0,0,1,0,0
14,44,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Naturales en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Naturales en la Educación Primaria,NATURALES_ESP,Trayecto,2018,2018,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,11,,,0,0,0,0,0,0,1,1,0
16,46,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Lengua y Literatura en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Lengua y Literatura en la Educación Primaria,LENGUA_ESP,Trayecto,2018,2018,4,Colegio Superior San Martín,SANMARTIN,San Justo,19,7,,,0,0,0,0,0,0,1,1,0
10,38,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI_ESP,Trayecto,2018,2022,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,,,,0,0,0,0,0,0,1,1,0
12,40,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria,GESTIONSEC_ESP,Trayecto,2018,2019,10,Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye,LEFEBVRE,Presidente Roque Sáenz Peña,11,,,,0,11,0,9,0,0,1,1,0
13,43,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Sociales en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Sociales en la Educación Primaria,SOCIALES_ESP,Trayecto,2018,2021,8,Escuela Normal Superior Dr. Alejandro Carbó,ENSCARBO,Capital,26,,,,0,2,0,1,0,0,1,1,0
13,43,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Sociales en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Sociales en la Educación Primaria,SOCIALES_ESP,Trayecto,2018,2022,8,Escuela Normal Superior Dr. Alejandro Carbó,ENSCARBO,Capital,26,,,,0,0,0,0,0,0,1,1,0
20,41,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Superior,GESTIONSUP_ESP,Trayecto,2018,2018,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,1,,,0,0,0,0,0,0,1,1,0
